,control_1mMPi_R1,control_1mMPi_R2,control_1mMPi_R3,T01mMPhi_R1,T01mMPhi_R2,T01mMPhi_R3,T05mMPhi_R1,T05mMPhi_R2,T05mMPhi_R3
Tatro_007139-T1,229.5,244.83,246,2313.57,217.87,212.83,298.5,271.5,125.17
Tatro_007139-T2,229.5,244.83,246,2313.57,217.87,212.83,298.5,271.5,125.17
Tatro_007140-T1,0.33,1,1.67,7.5,2,2.33,1,3,3
Tatro_007141-T1,61.5,67,74.5,3685.17,324.5,314.5,151,139,65
Tatro_007142-T1,4,3.5,3,34.83,3.5,5,5,7.5,1.5
Tatro_007143-T1,1,4.5,4,61.33,5.5,5,6,13,3.5
Tatro_007144-T1,5.5,0,1,70.17,6,9.5,14,9,5.5
Tatro_007145-T1,58.5,62.5,60.5,542.5,66.5,61.5,113,115.5,54.5
Tatro_007146-T1,3116.33,2991.5,2804.33,37296.15,4181.5,4759.12,15331.37,13288.25,7053
Tatro_007147-T1,114,101.5,116.5,634,75,87,116,104.5,56
Tatro_007148-T1,106.5,78.5,83.5,615.83,42,45,82,87.5,37.5
Tatro_007149-T1,2,0,3.5,6.5,1,0,2,2,1
Tatro_007151-T1,5,10,3,190.83,19,19,44,35,10
Tatro_007152-T1,1,0,0,5,1,2,3,0,0
Tatro_007153-T1,0,0,0,3,0,0,3,1,0
Tatro_007154-T1,1,0,0,8,2,2,1,0,1
Tatro_007155-T1,2,4,1,46,4,5,10,4,3
Tatro_007156-T1,4,2,5,61,8,1.5,8.5,8.5,2
Tatro_007157-T1,4,2,2,24,7,2.5,2.5,2.5,1
Tatro_007158-T1,0,0,0,0,0,0,0,1,0
Tatro_007159-T1,26,29.5,34,299.83,42,48,47,36,25
Tatro_007160-T1,77.5,90.5,98.5,1435.83,153,176.5,238,249.5,116.5
Tatro_007161-T1,850,891.33,1021.08,8136.75,751.33,854,1237.5,1133.25,508
Tatro_007162-T1,263,271.5,239.5,3955.25,295,361,513,464.5,203.5
Tatro_007163-T1,120.5,163.5,137,1205.25,164.5,153,230,204.5,113
Tatro_007164-T1,144.5,160,152.5,2061.25,177.5,205,247,248,122.5
Tatro_007165-T1,210,218,177,2648.75,273.5,298.5,360.5,326.5,165.5
Tatro_007166-T1,14,22.5,15,110.5,14,18,19.5,21.5,10
Tatro_007167-T1,263,247.5,290,1469.42,174,182.83,544,462,220
Tatro_007168-T1,122,161.5,140.5,1242.7,148.5,154,265,262.5,127
Tatro_007169-T1,43,27,47,514.33,38,48,86.5,84.5,33
Tatro_007170-T1,0,0,0,15.5,4,2,1,2,3
Tatro_007171-T1,2,1,2.5,23.5,1,2.5,2,2.5,1
Tatro_007172-T1,3,2,7.5,30.5,6,2.5,1,1.5,0
Tatro_007173-T1,33,27,26.5,255,16,23,32.5,27,13
Tatro_007174-T1,143.5,144.5,205.75,1102.33,138.83,143,157.5,163.5,91
Tatro_007175-T1,93,93.5,85,231,22,19.5,44,39,27
Tatro_007177-T1,117,96.5,106,1236.53,143.5,131.5,866.5,725.83,320.7
Tatro_007178-T1,168,154.83,190.5,1279.03,130,150,596.75,570.5,266
Tatro_007179-T1,12,14.5,7,101,7.5,9,27.5,32,6.5
Tatro_007180-T1,10,10.5,7,78,9.5,8,21.5,21,11.5
Tatro_007181-T1,120,128.5,154.5,1618,127.5,133.5,295,293.5,125
Tatro_007182-T1,263.5,237,235.5,2530.42,265.5,294.5,559.25,516,218.5
Tatro_007183-T1,163,121.5,97.5,841.25,62.5,80,103.5,96,34
Tatro_007184-T1,0,0,0,0,0,0,0,1,0
Tatro_007185-T1,0,0,0,1,0,0.5,3,0,0
Tatro_007186-T1,0,0,0,0,0,0,0,0,0
Tatro_007187-T1,5,1,6,34,9,5,16.5,18,13
Tatro_007188-T1,1193.75,991.83,1093.5,5681.75,516,553,1050,892.08,466.5
Tatro_007189-T1,164,128.33,153.5,5071.17,431.83,449,1710.5,1718.83,774.83
Tatro_007190-T1,14.5,14.5,12,353,36,48,123,139,64.5
Tatro_007191-T1,320,302.83,356,2470.67,296,275.5,332,284.5,164.5
Tatro_007192-T1,504,489.5,560,4064.58,387.5,421,514,482.33,234.5
Tatro_007193-T1,1195,1126.83,1729.5,7522.92,883.33,989.25,1151,1122.5,605.5
Tatro_007194-T1,1440,1526.17,2040.33,2475.42,323,379.5,678.5,639.5,259.5
Tatro_007195-T1,6774.83,7318,7228.08,48215.92,4573.25,4697.25,13147.67,11845.67,5546.75
Tatro_007196-T1,2305.17,1665.5,659.92,94303.17,7823.75,8905.67,14172.37,12511.25,5264.42
Tatro_007197-T1,4,2,1,267.5,19,20,32,23,12
Tatro_007198-T1,33,35,34.5,842.03,56.5,58.5,138.5,177,58.5
Tatro_007199-T1,164.5,155.5,167.5,3100.25,311.33,281.5,620.2,693.5,347
Tatro_007200-T1,1,1,2,4,2,1,2,1,1
Tatro_007201-T1,16,15,13.5,215,15.5,22,32,22,10
Tatro_007202-T1,44.5,47.5,55,626.33,84,65,118.5,129,43.5
Tatro_007203-T1,1194.75,1313.58,1463.83,11429.25,1150.33,1126.33,1661.83,1467.83,682
Tatro_007204-T1,2,5,4,103.5,10.5,12,26.5,14,4
Tatro_007205-T1,436.5,431.5,307.83,3787.33,449,481,925,793.5,409.5
Tatro_007206-T1,6,6.5,6,280.83,30,40.5,65.5,46.5,15
Tatro_007207-T1,135.5,132,146,1465,118,106.5,239,263.5,101.5
Tatro_007208-T1,77.33,81.5,82,775.5,91.5,128,216.5,175.5,99
Tatro_007209-T1,176.5,255.33,73.5,1949.5,184.5,227,340.33,311,154.5
Tatro_007210-T1,0,0,0,1,0,0,1,0,1
Tatro_007211-T1,439.5,395.83,426.33,5645,474.33,396,644.5,616.33,270.5
Tatro_007212-T1,1121.08,707.83,1188,8135.17,539.33,605,1087.67,998.33,432.67
Tatro_007213-T1,448.5,477.33,703.25,1370.83,179.75,191.17,274.17,262.83,170
Tatro_007214-T1,825,892.67,1127.42,1846.75,302.5,374.67,519,387.33,256
Tatro_007215-T1,1135,924.83,1101.33,7558.5,698.25,771.5,1166.5,1056.42,464
Tatro_007216-T1,390.5,333.5,434.83,889.25,86,103.5,96,83,44.5
Tatro_007217-T1,822.5,630.25,1074.17,439.5,56.5,65.5,72,46.25,30.5
Tatro_007218-T1,219.5,224.5,324.83,899,106.83,98,163,164.83,71
Tatro_007219-T1,72,73.5,60.5,1183.5,118.5,122,335,323.5,182.5
Tatro_007220-T1,303,251.5,238.5,3252.17,313.83,338,546.33,528.5,248.5
Tatro_007221-T1,6655.59,6923.95,8802.2,20200.01,2466.62,2800.42,3165.2,3122.58,1573.75
Tatro_007221-T2,6655.59,6923.95,8802.2,20200.01,2466.62,2800.42,3165.2,3122.58,1573.75
Tatro_007222-T1,28597.86,30305.12,38212.83,97555.37,11951.17,13561.92,17307.33,15969,8785.83
Tatro_007223-T1,1.5,0.5,4.5,42,3.5,4.5,7.83,8,3.5
Tatro_007224-T1,1075.5,1072.25,883,14541.24,1299.83,1289,2122.67,1832.17,872.5
Tatro_007225-T1,1164.7,1322.42,1147.67,12314.83,1347.58,1577.33,1766.5,1727.5,873
Tatro_007226-T1,145.5,153.5,112.5,2162.67,244,252.5,576.5,611.83,277
Tatro_007227-T1,239,263.5,273,949.25,222.5,214,344.83,268,180
Tatro_007228-T1,1821.5,1732.08,1936.33,10435.08,1000.5,1194,2715.23,2815,1461
Tatro_007229-T1,244,214,244.5,4196.33,338.5,411,867.5,871.5,377.5
Tatro_007230-T1,745.33,695.25,701.17,17600.21,1714.17,1841.33,3369.75,3384,1708.58
Tatro_007231-T1,1152.17,987.83,1351.58,13969.92,1078.5,1160.33,1207.5,1147.58,591
Tatro_007232-T1,641.83,635.5,759,6529.75,653.5,736.5,627.5,595.33,336.5
Tatro_007233-T1,387.5,342,434.5,3041.17,269,292,425,436,193.5
Tatro_007234-T1,267.5,235,379.83,2105.83,250,265.5,248,270,146.5
Tatro_007235-T1,0,0,0,1,1,0,3,4,3
Tatro_007236-T1,2,2,0,4,0,2,0,0,1
Tatro_007238-T1,1.5,0,2,12.5,1.5,1,4.5,4,1
Tatro_007239-T1,0.5,1,0,10.5,0.5,0,0.5,2,1
Tatro_007240-T1,1,3,4,31.5,1,3,6,5,1
Tatro_007241-T1,536,479.33,464.5,6809.17,690.33,653.5,1082.17,956.5,497.5
Tatro_007242-T1,7,8,5,27.5,1,1,9,2,0
Tatro_007243-T1,2,7,5.5,105,13,16,19,20,10
Tatro_007244-T1,6,3,1,12,0,0,4,2,1
Tatro_007245-T1,0,0,2,8,1,0,1,3,1
Tatro_007246-T1,573.83,596.5,532,4685.83,475.5,460.33,1436.5,1245.33,578.17
Tatro_007247-T1,38.5,36.5,34,244.5,19,17.5,30,23,8.5
Tatro_007248-T1,52,42.5,59.5,572.75,38,42.5,65.5,75,21
Tatro_007249-T1,38,40.5,36,316.67,38,36,54,50.5,18
Tatro_007250-T1,20,33,33,176,31.5,26.5,38,29,19
Tatro_007251-T1,4.5,15,8.5,93,10,7,22,18.5,14
Tatro_007252-T1,35,44.5,38,243,25.5,40,23,30,17.5
Tatro_007253-T1,73.5,67.5,84,489,72.5,59.5,71.33,77,34.5
Tatro_007254-T1,102.5,95,81.5,960.25,106.25,123.5,323,301,180
Tatro_007255-T1,0,0,0,0,0,0,0,0,0
Tatro_007256-T1,0,0,0,1,0,0,0,0,0
Tatro_007257-T1,590.83,488.17,626.33,14756.37,1554.67,1686.92,3402.42,3432.17,1714.33
Tatro_007258-T1,218.33,255.83,321.33,4333.08,565,658.33,1165.5,1060.67,558.33
Tatro_007259-T1,237.5,158.83,263,5521,542.5,540,1279.5,1267.5,625
Tatro_007260-T1,919,1050,1013.83,7961.58,717.25,907.83,1792.5,1750,852
Tatro_007261-T1,298,337.5,292,1452.2,174.5,209.5,265.5,261,121
Tatro_007262-T1,19.5,20,22,77,6,19,12,15,12
Tatro_007263-T1,12,12,9,32,3,1,13,12,5
Tatro_007264-T1,6.5,6.83,7,19,4,3,85.5,73.5,53.5
Tatro_007265-T1,34.5,33.83,25.5,224.5,20.5,14,27.5,23.5,20
Tatro_007266-T1,22,21,21,98.5,19,13,50,39.5,21.5
Tatro_007267-T1,112,127,153.83,1258.5,148,168,450.58,414,222.5
Tatro_007268-T1,0,0,2,1,0,1,0,0,0
Tatro_007269-T1,0,0,0.5,1,0,0,0,0,0
Tatro_007270-T1,253,199.5,234.5,1624.83,91.83,119,224,213,101
Tatro_007271-T1,417.83,362.58,464,2181.58,216,247.5,464.5,385,187
Tatro_007272-T1,0,1,2,25,1,3,3,0,1
Tatro_007273-T1,75,73,79.5,328.33,34,42,68.5,52,28
Tatro_007274-T1,2169,1934.33,2703.25,21572.98,2232.67,2303.17,2399.7,2537.33,1205
Tatro_007275-T1,379.83,419.5,448.83,3916.83,366.83,415.5,490.5,465,230
Tatro_007276-T1,3,1,4,17,2,2,5,4,2
Tatro_007277-T1,0,0,0,2,0,1,1,1,0
Tatro_007278-T1,0,0,0,1,0,0,0,1,0
Tatro_007279-T1,15.5,9,10,85,20,13,43.33,47.5,12
Tatro_007280-T1,3984.58,3654.83,4523.42,24887.16,3029.25,2914.08,11356.92,10000.33,5758.92
Tatro_007281-T1,4451.92,4696.83,6260.33,32514.7,3752.67,4057.92,9084,9263.58,4872.33
Tatro_007282-T1,50,61.5,59.5,602,62.5,81,110.5,91.5,34
Tatro_007283-T1,4,1,2,16,1,1.5,2.5,1,1
Tatro_007284-T1,217,223.5,261.5,2880.17,220,238.83,292,331.5,171.5
Tatro_007285-T1,101,90,98.5,1373.83,104,129.5,124.5,138.5,68.5
Tatro_007286-T1,125,152,179.5,841.5,89,84.5,114,109.5,66.5
Tatro_007287-T1,0,0,1,0,0,0,0.5,0,1
Tatro_007288-T1,84.5,54.5,55,284.5,23.5,32,115.5,123.5,43
Tatro_007289-T1,2,2,4,6,0,1,0,0,2
Tatro_007290-T1,1,0,1,1,0,0,0,0,1
Tatro_007291-T1,2,1,0,5.5,0,1,5,4,2
Tatro_007292-T1,166,146.33,181,963.5,112.5,131.5,185.5,171,80.5
Tatro_007293-T1,380.33,285.83,360.5,1441.42,127,141,154,117,57.5
Tatro_007294-T1,122,128.5,136.5,1451,126,114,208.5,197.5,90
Tatro_007295-T1,2028.5,1923.33,2293.83,20459.7,1740,1891.53,3440.08,3225,1544.75
Tatro_007296-T1,665.5,736.67,660.5,6082.83,639.5,670.83,1721.5,1654.67,803
Tatro_007297-T1,202.33,295.75,242,3893.75,399.33,435.5,7.5,8,3
Tatro_007298-T1,12.33,20.75,24,195.83,29.83,33,3.5,4,2
Tatro_007299-T1,643.53,541.5,695.5,1456,127.5,137.5,437.5,398.5,185
Tatro_007300-T1,455,454.67,544.5,2781.33,260,272.5,823.5,775.5,378
Tatro_007301-T1,658.33,679.75,783,10450.42,927,1033.83,1674.5,1490,628
Tatro_007302-T1,1511.5,879.33,1205.5,1302.08,121.58,151,163.5,135.5,73
Tatro_007303-T1,127,101,138.5,963.83,103.5,99.5,182.5,172,76.5
Tatro_007304-T1,11,5,8.5,90,8,8,26,20,6
Tatro_007305-T1,18,16.5,16,61,8,8,6,12,2
Tatro_007306-T1,260,236,149.5,139,11,17,2.5,1,2
Tatro_007307-T1,22,32,25.5,153,18,26,18,17.5,5
Tatro_007308-T1,0,0,0,0,1,0,0,0,0
Tatro_007309-T1,0,0,0,2.5,0.5,0,0,1,0
Tatro_007310-T1,335.5,342.17,338.2,4821.5,315.5,392.33,104.5,104.5,35.5
Tatro_007311-T1,2,4,0,22,1,1,0,1,1.5
Tatro_007312-T1,0,1,0,2.5,1,0,0,2,0
Tatro_007313-T1,0,0,0,3.5,0,0,0,0,0
Tatro_007314-T1,0,0,0,2,1,0,0,0,0
Tatro_007315-T1,4,2,1,2,0,0,0,0,0
Tatro_007316-T1,18,22,14.5,60,5,7,9,11,6
Tatro_007317-T1,268.5,181.5,152.33,18,2,0,3,2,1
Tatro_007318-T1,68,46,44.5,25,2,9,8,6,3
Tatro_007319-T1,23,9,22,4,0,0,0,2,0
Tatro_007320-T1,5,3,3,157,14.5,17.5,26.5,14.5,9
Tatro_007321-T1,0,0,0,1,0,0,0,0,0
Tatro_007322-T1,0,0,1,3,0,0,0,0,0
Tatro_007323-T1,0,0,0,0,0,0,0,0,0
Tatro_007324-T1,76.5,64.83,66,314.5,34.5,35.5,182,160.5,79.5
Tatro_007325-T1,28,24,38,189.33,21,21,114,91,39.5
Tatro_007326-T1,19.5,9,10,269.5,20.5,19,138,130.5,57.5
Tatro_007327-T1,21,33.5,27,210.53,38,27.5,17,25.5,13
Tatro_007328-T1,171.5,212,337,1638.5,175.5,176,224.5,196.33,108.5
Tatro_007329-T1,34.33,28,42,348.17,27,33.5,43,46.33,17.5
Tatro_007330-T1,61,50,61.33,425,43.5,53,69,73,23.5
Tatro_007331-T1,123.5,106,63.5,1933.33,196.5,265.5,244,264.17,122
Tatro_007333-T1,31.33,29.83,28.5,141.67,12.5,13,63.17,47,29.5
Tatro_007332-T1,13.33,8.5,14.5,60.33,4,5,48.17,29.5,22.5
Tatro_007334-T1,11.5,13,14,86,6,4,21.5,22.5,8
Tatro_007335-T1,51,62,54.5,510.5,54.5,55,88.5,94.5,45
Tatro_007336-T1,2326.58,2785.42,3485.17,5171.17,459,477.5,574,524.5,228.5
Tatro_007337-T1,1098.5,3270.25,655.83,17983.42,1746.5,1926.92,425.83,413,192
Tatro_007338-T1,4010.17,3859.83,6622.37,40797.75,3922.58,4538.83,4280.75,4098,2010.5
Tatro_007339-T1,588.5,474.5,745.5,4833.03,368,411,282.5,301.5,136.5
Tatro_007340-T1,314,288,522.5,1507.5,197.25,198.33,153,167.5,86.5
Tatro_007341-T1,363,396.5,734.5,2434.83,264.25,262,245.5,228,124.5
Tatro_007342-T1,682.08,815.83,879.67,5512.37,548.42,573,714.75,728,362.5
Tatro_007343-T1,34,42,44.5,476.5,52.83,65.5,108.83,97.5,36
Tatro_007344-T1,1855,1682.95,1488.25,17994.5,1713.83,1868.5,2502.5,2432.33,1195
Tatro_007345-T1,884,982.67,861,8590.95,845.5,937.5,1334.17,1321.75,622.5
Tatro_007346-T1,60.17,58,77.33,319.17,57.5,44.83,74.33,93.33,20.33
Tatro_007347-T1,24.67,23.5,32.5,141.33,22.5,19.83,35.83,30.33,7.83
Tatro_007348-T1,2,4.5,2,22,3.5,1,4,5,1
Tatro_007349-T1,88,94,86.5,1180.33,100.5,131.5,102.5,83,34
Tatro_007350-T1,66.5,72,64.5,706.5,54,71,79.5,64,36
Tatro_007351-T1,67.5,82.5,107,765.33,92.5,107,125,127.33,75.5
Tatro_007352-T1,16,11.5,17,262.25,14,30,66,48.5,25
Tatro_007353-T1,36,27,32,91.5,19,18,21,18,9
Tatro_007354-T1,78,79,105.5,705.67,54.5,57,93,118.5,42
Tatro_007355-T1,55,50,43,507,37,43,78,70,31
Tatro_007356-T1,3,13.5,7,121.5,15,10,15.5,16,7
Tatro_007357-T1,2,1,2,16,7,4,1,2,3
Tatro_007358-T1,104,117,112.67,5726,446,494,1428.67,1460.67,643.5
Tatro_007359-T1,447.17,271,346.5,166.5,17,23,53.5,56,21
Tatro_007360-T1,49,41,35.5,427.5,32,64,147,116,90.5
Tatro_007361-T1,311.83,335.5,308,1528.95,185,169.5,333.83,284,144.5
Tatro_007362-T1,12.83,11.5,10.5,72.33,8.5,8.5,11.83,14,6.5
Tatro_007363-T1,27.5,25.5,36,318.5,29,39,19,16,9
Tatro_007364-T1,75.5,79,90,1281.33,103,128,193.83,195,76.5
Tatro_007365-T1,17,20.5,15.5,206,24,25,24,17.5,16
Tatro_007366-T1,2,0,0,10,0,2,1,0.5,0
Tatro_007367-T1,11,11.5,12,68,5,8,4,8,5
Tatro_007368-T1,121.5,108,104.17,1128.17,95,93.5,168.5,134.5,62.5
Tatro_007369-T1,2,3,1,16,0,4,3,2,1
Tatro_007370-T1,706,847.25,852.83,7881.5,739,813.33,613,592.5,277
Tatro_007371-T1,133,196.33,190,1442,156,164.5,113,137,57
Tatro_007372-T1,1573.25,1719.08,1799.83,18099.58,1609.83,1817.08,1486.33,1389.5,735
Tatro_007373-T1,12,14,13,107,13,14,22,13.5,3
Tatro_007374-T1,5.5,5,9.5,63.5,7,13,9,3,6
Tatro_007375-T1,87.67,118.33,101.83,944.92,76.5,85,97.5,95,43.5
Tatro_007375-T2,87.67,118.33,101.83,944.92,76.5,85,97.5,95,43.5
Tatro_007376-T1,0,0.33,1,8.67,0.33,0,1.33,1.83,0.33
Tatro_007377-T1,1,0,0,34,3,4,4,2,3
Tatro_007378-T1,0,0,0,5,1,3,2,0,0
Tatro_007379-T1,3,0,2,7,1,3,1,1,3
Tatro_007380-T1,5,9,8,48.5,4,6.5,9,17,3
Tatro_007381-T1,14.33,11,5,256.5,18.5,31,70.5,71,32.5
Tatro_007382-T1,9.33,17.5,16,326.5,23,22.25,76.5,82,33.5
Tatro_007383-T1,2,2.5,3,81,4,4,28,28,12
Tatro_007384-T1,0.5,0.5,1,62.5,7,8,15,13,9
Tatro_007385-T1,2,5,1,422,51.5,58.5,74,86.5,35
Tatro_007386-T1,0,0,0,9,0,0,4,4.5,4
Tatro_007387-T1,25.5,33,40.83,587.75,55.83,76.5,156.5,166.5,95.5
Tatro_007388-T1,258,245,300.5,2270.58,295.33,339.5,443.75,431.5,218
Tatro_007389-T1,183,214.33,276.5,2428.42,247,272.5,356,358.5,172
Tatro_007391-T1,746.75,728.03,685.33,22373.57,2085.08,2156.08,5087.75,4779,2129.67
Tatro_007390-T1,191.17,172.03,170.08,5918.57,562.75,618.08,1297.83,1281.42,627.33
Tatro_007392-T1,45,41,52,721.83,79,77,122,84.5,60
Tatro_007393-T1,7,6,7,106,10,13.5,16,15,5
Tatro_007394-T1,24,16,15,651.83,78.5,96.5,121.33,97,52
Tatro_007395-T1,0,1.5,0,10,0,2,1.5,2.5,0
Tatro_007396-T1,28,25.5,21,86.5,7,8,9,12,6.5
Tatro_007397-T1,0,0,0,0,0,0,0,0,0
Tatro_007398-T1,23,34,24,47.33,5,7,8,8,4
Tatro_007399-T1,15.5,9.83,4.5,156.83,17,15,30,19,11.5
Tatro_007400-T1,17,16.5,11.5,142.5,18,9,26.5,26.5,14.5
Tatro_007401-T1,1,2,7.5,34.5,9,10.5,11,10.5,6
Tatro_007402-T1,3,8,6.5,59,4,5,10,8.5,6
Tatro_007403-T1,2,1,0.5,20,1,3,12,6,3
Tatro_007404-T1,0,0,0,0,0,0,0,0,0
Tatro_007405-T1,0,0,0,0,0,0,1,0,0
Tatro_007406-T1,0,0,0,27,1,2,5,7,2
Tatro_007407-T1,60.5,49,40,542.5,54,56,69.5,68,32
Tatro_007408-T1,0,0,0,1,1,1,0,0,0
Tatro_007409-T1,0,0,0,0,0,0,0,0,0
Tatro_007410-T1,0,0,0,0,0,0,2,0,4
Tatro_007411-T1,2156.83,1936.83,1745.33,12962.75,1535.83,1641.62,6711.5,6163,2882.17
Tatro_007412-T1,77.5,56,57,583,52,43.5,216.5,188.33,100.33
Tatro_007413-T1,12.5,9,7,118.5,17.5,17,56.5,67.5,29
Tatro_007414-T1,0,0,0,2,0,0,0,0,0
Tatro_007415-T1,0,0,0,5,0,0,1,1,0
Tatro_007416-T1,0,0,0,0,0,1,0,0,0
Tatro_007417-T1,1,2,1,30,1,0,1,0,1
Tatro_007418-T1,36,43.5,46,462.83,47.5,50.5,18,28,13.5
Tatro_007419-T1,3,3,4,20.5,1.5,1.5,0,0,2
Tatro_007420-T1,15,19,27,303.5,50,58.5,64.5,53.5,30
Tatro_007421-T1,0,0,0,0,0,0,0,0,0
Tatro_007422-T1,0,0,0,0,0,0,0,0,0
Tatro_007423-T1,3,5,6.5,124.5,11,10.5,15,9,7
Tatro_007424-T1,59.5,76,82.5,889.83,93.5,91.5,172,166.5,74
Tatro_007425-T1,0,0,1,2,1,0,0,0,0
Tatro_007426-T1,0,0,0,5,0,2,2,0,0
Tatro_007427-T1,0,1,1,3,1,1,1,4,0
Tatro_007428-T1,1,0,0,41,3,5,2,1,1
Tatro_007429-T1,6,10,5,100,11,13,26,9,5
Tatro_007430-T1,0,0,0,1.5,0,2,0,2,0
Tatro_007431-T1,0,0,0,27,4,5,4,3,0
Tatro_007432-T1,1478.33,937.5,411,14232.5,2876.17,3352,2516.08,2203.83,1060
Tatro_007433-T1,229,167.33,68.5,4553.75,631.33,701.5,892.33,707.5,332
Tatro_007434-T1,6,10,3.5,58.5,9.5,14,24.5,12.5,13
Tatro_007435-T1,39.75,53.58,44.33,606.62,59.83,63.5,79,73.67,41.33
Tatro_007435-T2,39.75,53.58,44.33,606.62,59.83,63.5,79,73.67,41.33
Tatro_007436-T1,1,4,15,34,7,4,1,1,1
Tatro_007437-T1,1,0,0,0,0,0,0,0,0
Tatro_007438-T1,200,218.33,206,3916.33,417.33,455,675,610.5,278
Tatro_007439-T1,44,32.5,25,577.5,67,64.83,272,253,127.5
Tatro_007440-T1,49,34.5,25,797.25,62.83,75,357.5,342.5,187.75
Tatro_007441-T1,5,5,0.5,35,2.5,3.5,7,8.5,3
Tatro_007442-T1,4,6,1.5,40.5,2.5,2.5,6.5,8.5,4
Tatro_007443-T1,0.5,0,0,11.5,1,1,1,0,3
Tatro_007444-T1,0.5,0,1,2.5,0,0,0,0,0
Tatro_007445-T1,0,0,0,0,0,0,0,0,0
Tatro_007446-T1,0,1,0,0,0,0,0,0,0
Tatro_007447-T1,3.5,1.5,3.5,29,1.5,1.5,7.5,7.5,3
Tatro_007448-T1,7.5,4,10,41.5,8.5,7,11.5,8.5,2.5
Tatro_007449-T1,26,46,52.5,350.5,28,40,36,40.5,22.5
Tatro_007450-T1,62,76,94,405.33,55,58,93,76.5,51.5
Tatro_007451-T1,38,39,38.5,278,38,29.5,76.5,59,22
Tatro_007452-T1,70.83,87.67,105,512.5,46.33,71,174.67,187.17,91.83
Tatro_007453-T1,5.83,6.67,6,30.17,4.33,2.5,5.67,5.17,1.83
Tatro_007453-T2,5.83,6.67,6,30.17,4.33,2.5,5.67,5.17,1.83
Tatro_007454-T1,48.17,50.83,58.7,499.58,48.67,57.67,34.5,25.83,16.17
Tatro_007454-T2,48.17,50.83,58.7,499.58,48.67,57.67,34.5,25.83,16.17
Tatro_007456-T1,16,8,16.5,168.5,16,28.5,10,11,6
Tatro_007457-T1,29,42.5,51.5,420.83,32,44.5,49.5,50.5,21
Tatro_007458-T1,16,24.5,17.5,175.5,15,18,24.5,27.5,9
Tatro_007459-T1,74.5,74,105.83,1012.33,112,119.5,237.5,208,125
Tatro_007460-T1,58,41,21,394.5,62.5,49.5,210,208.5,99.5
Tatro_007461-T1,2,2,0.5,13.5,3.5,3,2,3,5
Tatro_007462-T1,11.5,8,9,136.5,16,14,34.5,31,18
Tatro_007463-T1,16,26.33,29,603.5,69,64.5,178.5,167,73
Tatro_007464-T1,1,1,1,13.5,0,2,4,3,1
Tatro_007465-T1,191.67,227.08,197.83,328.83,44,44.37,76.17,72,32.17
Tatro_007465-T2,191.67,227.08,197.83,328.83,44,44.37,76.17,72,32.17
Tatro_007466-T1,44.5,30,43.5,3001.53,294.33,306.67,1163,1071.42,559.5
Tatro_007467-T1,66,81.5,66.5,732.58,109.5,93.83,114.5,128.5,45.5
Tatro_007468-T1,32.5,27.5,25.5,493,37,40.5,56,67,24
Tatro_007469-T1,1,1,1,22,2,2,4,8,4
Tatro_007470-T1,23,24.5,24,287.5,38,32.5,36,37,21.5
Tatro_007471-T1,29.5,29,31.5,301.5,29.5,27,64,71.5,24
Tatro_007472-T1,0,0,0,0,0,0,0,0,0
Tatro_007473-T1,0,2,1,12,2,4,1,0,0
Tatro_007474-T1,0,0,1,1,0,0,0,0,0
Tatro_007475-T1,12.5,24,9,137.5,13,14,17,18,13
Tatro_007476-T1,0,0,0,5,1,0,0,1,0
Tatro_007477-T1,121.5,111.5,141.25,651.75,61.5,66,139.5,119.33,50.5
Tatro_007478-T1,0,1,0,1,1,0,0,0,0
Tatro_007479-T1,30,26,32,214.33,16.33,34,44,39,23
Tatro_007480-T1,16,20.5,22.5,734.83,74.83,86,155.5,175,68.5
Tatro_007481-T1,272.5,236,190.5,1256,143,171.5,511,464,222.5
Tatro_007482-T1,1,0,0,17,2,5,1,3,2
Tatro_007483-T1,799.5,877.83,568.5,1630.67,130,158,644.5,679,283.5
Tatro_007484-T1,376.5,361.67,270.83,2455.75,244,263,449.33,472,187.5
Tatro_007485-T1,3021.08,3655.33,3178.08,39849.96,3436.83,3692.17,454,419,158.5
Tatro_007486-T1,70.5,94.5,67,780,76.5,97.5,308.5,279.5,137
Tatro_007487-T1,7,9,10.5,149,12,9,20,18.5,9.5
Tatro_007488-T1,7,9,9,107,13,9,5.5,7,4
Tatro_007489-T1,52,66.5,41,408.5,34.5,54.5,123.5,110.5,54
Tatro_007490-T1,24.5,27,29,277.5,32.5,39,81,76,48.5
Tatro_007491-T1,26.5,32.5,34.5,413,46.5,49.5,111,101,60.5
Tatro_007492-T1,1,1,0,14,2,2,1,2,1
Tatro_007493-T1,541.5,428.5,443.5,14379.7,1266.5,1456,13,14,9
Tatro_007494-T1,39,41,22,49.5,1,6,12,12,4
Tatro_007495-T1,504,627.75,381.33,3816.67,454,593.5,1288.25,1032,535.17
Tatro_007496-T1,310,333.17,404.75,3300.58,323.83,414.5,598.75,566,272
Tatro_007497-T1,54,69.5,85,475.58,63.5,65.75,147.67,136.67,59.92
Tatro_007498-T1,669,590.5,637,6030.75,502.5,525.25,1234.67,1074.67,472.08
Tatro_007499-T1,250.5,193.33,216,645.33,70.33,61.5,293,274.83,165.5
Tatro_007500-T1,5910,5854.25,5717.42,39788.12,4196.83,4892.25,18700.42,17278.25,8634.5
